id,sensor1_raw,sensor1_voltage,sensor2_raw,sensor2_voltage,device_timestamp,server_timestamp
1750609090_4924,778,0.627,469,0.378,7331239,"2025-06-22 16:18:10"
1750609095_2314,763,0.615,469,0.378,7336465,"2025-06-22 16:18:15"
1750609100_5770,786,0.633,468,0.377,7341691,"2025-06-22 16:18:20"
1750609105_3494,769,0.62,467,0.376,7346917,"2025-06-22 16:18:25"
1750609111_4599,772,0.622,468,0.377,7352144,"2025-06-22 16:18:31"
1750609116_6088,787,0.634,468,0.377,7357370,"2025-06-22 16:18:36"
1750609121_4267,764,0.616,468,0.377,7362596,"2025-06-22 16:18:41"
1750609126_6983,780,0.628,468,0.377,7367823,"2025-06-22 16:18:46"
1750609131_6016,786,0.633,468,0.377,7373049,"2025-06-22 16:18:51"
1750609137_4296,766,0.617,467,0.376,7378275,"2025-06-22 16:18:57"
1750609142_7305,788,0.635,467,0.376,7383502,"2025-06-22 16:19:02"
1750609147_9517,758,0.611,467,0.376,7388728,"2025-06-22 16:19:07"
1750609152_5234,785,0.632,468,0.377,7393954,"2025-06-22 16:19:12"
1750609158_9290,779,0.628,467,0.376,7399180,"2025-06-22 16:19:18"
1750609163_1930,763,0.615,466,0.375,7404407,"2025-06-22 16:19:23"
1750609168_2904,788,0.635,466,0.375,7409633,"2025-06-22 16:19:28"
1750609173_3622,766,0.617,466,0.375,7414859,"2025-06-22 16:19:33"
1750609178_9902,768,0.619,465,0.375,7420086,"2025-06-22 16:19:38"
1750609184_5145,788,0.635,467,0.376,7425312,"2025-06-22 16:19:44"
1750609189_6763,775,0.624,468,0.377,7430538,"2025-06-22 16:19:49"
1750609194_6592,760,0.612,466,0.375,7435765,"2025-06-22 16:19:54"
1750609199_8195,785,0.632,467,0.376,7440991,"2025-06-22 16:19:59"
1750609205_6384,788,0.635,466,0.375,7446217,"2025-06-22 16:20:05"
1750609210_4761,781,0.629,466,0.375,7451443,"2025-06-22 16:20:10"
1750609215_5903,758,0.611,465,0.375,7456670,"2025-06-22 16:20:15"
1750609220_8556,783,0.631,465,0.375,7461896,"2025-06-22 16:20:20"
1750609225_4060,789,0.636,464,0.374,7467122,"2025-06-22 16:20:25"
1750609231_5301,780,0.628,466,0.375,7472349,"2025-06-22 16:20:31"
1750609236_4963,758,0.611,466,0.375,7477575,"2025-06-22 16:20:36"
1750609241_3557,783,0.631,466,0.375,7482801,"2025-06-22 16:20:41"
1750609246_6014,788,0.635,465,0.375,7488027,"2025-06-22 16:20:46"
1750609252_5591,776,0.625,466,0.375,7493254,"2025-06-22 16:20:52"
1750609257_7847,760,0.612,466,0.375,7498480,"2025-06-22 16:20:57"
1750609262_5940,787,0.634,466,0.375,7503706,"2025-06-22 16:21:02"
1750609267_7262,791,0.637,468,0.377,7508933,"2025-06-22 16:21:07"
1750609273_8500,768,0.619,466,0.375,7514159,"2025-06-22 16:21:13"
1750609278_3864,767,0.618,467,0.376,7519385,"2025-06-22 16:21:18"
1750609283_7057,788,0.635,467,0.376,7524611,"2025-06-22 16:21:23"
1750609288_4952,781,0.629,468,0.377,7529838,"2025-06-22 16:21:28"
1750609293_3676,754,0.607,469,0.378,7535064,"2025-06-22 16:21:33"
1750609299_3097,785,0.632,468,0.377,7540291,"2025-06-22 16:21:39"
1750609304_3859,780,0.628,467,0.376,7545517,"2025-06-22 16:21:44"
1750609309_1229,772,0.622,468,0.377,7550743,"2025-06-22 16:21:49"
1750609314_4813,789,0.636,467,0.376,7555970,"2025-06-22 16:21:54"
1750609320_2633,761,0.613,467,0.376,7561196,"2025-06-22 16:22:00"
1750609325_6474,788,0.635,468,0.377,7566423,"2025-06-22 16:22:05"
1750609330_8686,786,0.633,466,0.375,7571649,"2025-06-22 16:22:10"
1750609335_9094,759,0.611,467,0.376,7576875,"2025-06-22 16:22:15"
1750609340_9980,785,0.632,467,0.376,7582102,"2025-06-22 16:22:20"
1750609346_6724,790,0.636,468,0.377,7587328,"2025-06-22 16:22:26"
1750609351_1123,784,0.632,466,0.375,7592554,"2025-06-22 16:22:31"
1750609356_7848,759,0.611,467,0.376,7597780,"2025-06-22 16:22:36"
1750609361_5479,771,0.621,467,0.376,7603007,"2025-06-22 16:22:41"
1750609367_3657,787,0.634,466,0.375,7608233,"2025-06-22 16:22:47"
1750609372_3568,787,0.634,465,0.375,7613459,"2025-06-22 16:22:52"
1750609377_2165,778,0.627,467,0.376,7618686,"2025-06-22 16:22:57"
1750609382_7322,757,0.61,466,0.375,7623912,"2025-06-22 16:23:02"
1750609388_5989,776,0.625,466,0.375,7629138,"2025-06-22 16:23:08"
1750609393_4794,788,0.635,465,0.375,7634364,"2025-06-22 16:23:13"
1750609398_3266,789,0.636,468,0.377,7639591,"2025-06-22 16:23:18"
1750609403_8902,787,0.634,469,0.378,7644817,"2025-06-22 16:23:23"
1750609408_3880,774,0.624,470,0.379,7650043,"2025-06-22 16:23:28"
1750609414_4449,756,0.609,468,0.377,7655270,"2025-06-22 16:23:34"
1750609419_7929,759,0.611,469,0.378,7660496,"2025-06-22 16:23:39"
1750609424_5894,781,0.629,469,0.378,7665722,"2025-06-22 16:23:44"
1750609429_1518,787,0.634,469,0.378,7670949,"2025-06-22 16:23:49"
1750609435_4355,787,0.634,467,0.376,7676175,"2025-06-22 16:23:55"
1750609443_2997,781,0.629,469,0.378,7681401,"2025-06-22 16:24:03"
1750609448_9709,785,0.632,469,0.378,7689343,"2025-06-22 16:24:08"
1750609453_8179,784,0.632,468,0.377,7694581,"2025-06-22 16:24:13"
1750609458_8152,786,0.633,467,0.376,7699808,"2025-06-22 16:24:18"
1750609463_9969,786,0.633,468,0.377,7705034,"2025-06-22 16:24:23"
1750609469_3028,782,0.63,468,0.377,7710260,"2025-06-22 16:24:29"
1750609474_9246,773,0.623,468,0.377,7715487,"2025-06-22 16:24:34"
1750609479_5985,754,0.607,468,0.377,7720713,"2025-06-22 16:24:39"
1750609484_4788,771,0.621,468,0.377,7725939,"2025-06-22 16:24:44"
1750609490_6186,787,0.634,468,0.377,7731166,"2025-06-22 16:24:50"
1750609495_5237,787,0.634,469,0.378,7736392,"2025-06-22 16:24:55"
1750609500_3205,777,0.626,468,0.377,7741618,"2025-06-22 16:25:00"
1750609505_5627,756,0.609,468,0.377,7746844,"2025-06-22 16:25:05"
1750609510_1618,763,0.615,468,0.377,7752071,"2025-06-22 16:25:10"
1750609516_5623,782,0.63,469,0.378,7757297,"2025-06-22 16:25:16"
1750609521_2224,786,0.633,469,0.378,7762523,"2025-06-22 16:25:21"
1750609526_3570,787,0.634,468,0.377,7767750,"2025-06-22 16:25:26"
1750609531_1540,782,0.63,467,0.376,7772976,"2025-06-22 16:25:31"
1750609537_1602,764,0.616,467,0.376,7778202,"2025-06-22 16:25:37"
1750609542_8789,759,0.611,466,0.375,7783429,"2025-06-22 16:25:42"
1750609547_4244,780,0.628,467,0.376,7788655,"2025-06-22 16:25:47"
1750609552_9611,787,0.634,467,0.376,7793881,"2025-06-22 16:25:52"
1750609557_1679,783,0.631,467,0.376,7799107,"2025-06-22 16:25:57"
1750609563_5767,761,0.613,467,0.376,7804334,"2025-06-22 16:26:03"
1750609568_5483,759,0.611,468,0.377,7809560,"2025-06-22 16:26:08"
1750609573_4391,781,0.629,468,0.377,7814786,"2025-06-22 16:26:13"
1750609578_4990,786,0.633,468,0.377,7820013,"2025-06-22 16:26:18"
1750609584_1536,787,0.634,466,0.375,7825239,"2025-06-22 16:26:24"
1750609589_6378,791,0.637,476,0.383,7830465,"2025-06-22 16:26:29"
1750609594_2387,788,0.635,476,0.383,7835691,"2025-06-22 16:26:34"
1750609599_5880,785,0.632,478,0.385,7840918,"2025-06-22 16:26:39"
1750609605_5431,783,0.631,479,0.386,7846144,"2025-06-22 16:26:45"
1750609610_4387,774,0.624,476,0.383,7851370,"2025-06-22 16:26:50"
1750609615_2929,759,0.611,476,0.383,7856597,"2025-06-22 16:26:55"
1750609620_2602,758,0.611,475,0.383,7861823,"2025-06-22 16:27:00"
1750609625_5816,770,0.62,476,0.383,7867049,"2025-06-22 16:27:05"
1750609631_5039,785,0.632,475,0.383,7872276,"2025-06-22 16:27:11"
1750609636_9157,788,0.635,475,0.383,7877502,"2025-06-22 16:27:16"
1750609641_9930,787,0.634,476,0.383,7882728,"2025-06-22 16:27:21"
1750609646_3134,780,0.628,476,0.383,7887954,"2025-06-22 16:27:26"
1750609652_5864,762,0.614,476,0.383,7893181,"2025-06-22 16:27:32"
1750609657_6505,757,0.61,477,0.384,7898407,"2025-06-22 16:27:37"
1750609662_7380,780,0.628,477,0.384,7903633,"2025-06-22 16:27:42"
1750609667_5455,785,0.632,477,0.384,7908860,"2025-06-22 16:27:47"
1750609672_8693,789,0.636,476,0.383,7914086,"2025-06-22 16:27:52"
1750609678_3707,788,0.635,483,0.389,7919312,"2025-06-22 16:27:58"
1750609683_8289,788,0.635,480,0.387,7924538,"2025-06-22 16:28:03"
1750609688_4982,786,0.633,480,0.387,7929765,"2025-06-22 16:28:08"
1750609693_2330,766,0.617,480,0.387,7935014,"2025-06-22 16:28:13"
1750609699_5273,758,0.611,479,0.386,7940240,"2025-06-22 16:28:19"
1750609704_9718,761,0.613,479,0.386,7945466,"2025-06-22 16:28:24"
1750609709_1058,774,0.624,478,0.385,7950693,"2025-06-22 16:28:29"
1750609714_4766,783,0.631,479,0.386,7955919,"2025-06-22 16:28:34"
1750609720_6609,786,0.633,479,0.386,7961145,"2025-06-22 16:28:40"
1750609725_8423,783,0.631,479,0.386,7966372,"2025-06-22 16:28:45"
1750609730_3571,787,0.634,478,0.385,7971598,"2025-06-22 16:28:50"
1750609735_6473,791,0.637,479,0.386,7976824,"2025-06-22 16:28:55"
1750609740_4487,789,0.636,477,0.384,7982050,"2025-06-22 16:29:00"
1750609746_2349,789,0.636,479,0.386,7987277,"2025-06-22 16:29:06"
1750609751_2012,785,0.632,478,0.385,7992503,"2025-06-22 16:29:11"
1750609756_9543,778,0.627,477,0.384,7997729,"2025-06-22 16:29:16"
1750609761_7370,759,0.611,477,0.384,8002956,"2025-06-22 16:29:21"
1750609767_2268,760,0.612,479,0.386,8008182,"2025-06-22 16:29:27"
1750609772_3814,770,0.62,478,0.385,8013408,"2025-06-22 16:29:32"
1750609777_4848,786,0.633,476,0.383,8018635,"2025-06-22 16:29:37"
1750609782_3246,786,0.633,477,0.384,8023861,"2025-06-22 16:29:42"
1750609787_5199,786,0.633,475,0.383,8029087,"2025-06-22 16:29:47"
1750609793_5546,789,0.636,474,0.382,8034314,"2025-06-22 16:29:53"
1750609798_6224,788,0.635,475,0.383,8039540,"2025-06-22 16:29:58"
1750609803_8609,784,0.632,471,0.379,8044766,"2025-06-22 16:30:03"
1750609808_4907,777,0.626,473,0.381,8049992,"2025-06-22 16:30:08"
1750609814_3980,760,0.612,475,0.383,8055219,"2025-06-22 16:30:14"
1750609819_5260,762,0.614,470,0.379,8060445,"2025-06-22 16:30:19"
1750609824_1798,784,0.632,471,0.379,8065671,"2025-06-22 16:30:24"
1750609829_3153,787,0.634,473,0.381,8070897,"2025-06-22 16:30:29"
1750609834_9084,784,0.632,470,0.379,8076124,"2025-06-22 16:30:34"
1750609840_4671,778,0.627,473,0.381,8081350,"2025-06-22 16:30:40"
1750609845_1031,758,0.611,474,0.382,8086576,"2025-06-22 16:30:45"
1750609850_3160,765,0.616,471,0.379,8091803,"2025-06-22 16:30:50"
1750609855_4767,787,0.634,474,0.382,8097029,"2025-06-22 16:30:55"
1750609861_3601,784,0.632,469,0.378,8102255,"2025-06-22 16:31:01"
1750609866_6759,766,0.617,473,0.381,8107482,"2025-06-22 16:31:06"
1750609871_1705,767,0.618,474,0.382,8112708,"2025-06-22 16:31:11"
1750609876_3613,789,0.636,474,0.382,8117934,"2025-06-22 16:31:16"
1750609882_9761,770,0.62,474,0.382,8123161,"2025-06-22 16:31:22"
1750609887_8064,768,0.619,472,0.38,8128387,"2025-06-22 16:31:27"
1750609892_7013,789,0.636,473,0.381,8133613,"2025-06-22 16:31:32"
1750609897_4382,762,0.614,472,0.38,8138839,"2025-06-22 16:31:37"
1750609902_5287,784,0.632,475,0.383,8144066,"2025-06-22 16:31:42"
1750609908_4899,778,0.627,470,0.379,8149292,"2025-06-22 16:31:48"
1750609913_8812,774,0.624,473,0.381,8154518,"2025-06-22 16:31:53"
1750609918_7835,786,0.633,470,0.379,8159745,"2025-06-22 16:31:58"
1750609923_7629,757,0.61,471,0.379,8164971,"2025-06-22 16:32:03"
1750609929_4415,786,0.633,472,0.38,8170197,"2025-06-22 16:32:09"
1750609934_2464,773,0.623,473,0.381,8175423,"2025-06-22 16:32:14"
1750609939_9279,779,0.628,470,0.379,8180650,"2025-06-22 16:32:19"
1750609944_8835,782,0.63,469,0.378,8185876,"2025-06-22 16:32:24"
1750609949_7923,758,0.611,474,0.382,8191102,"2025-06-22 16:32:29"
1750609955_6850,789,0.636,473,0.381,8196329,"2025-06-22 16:32:35"
1750609960_7542,758,0.611,473,0.381,8201555,"2025-06-22 16:32:40"
1750609965_5272,787,0.634,471,0.379,8206783,"2025-06-22 16:32:45"
1750609970_2338,760,0.612,471,0.379,8212010,"2025-06-22 16:32:50"
1750609976_4888,780,0.628,468,0.377,8217236,"2025-06-22 16:32:56"
1750609981_6349,787,0.634,475,0.383,8222462,"2025-06-22 16:33:01"
1750609986_9447,758,0.611,477,0.384,8227688,"2025-06-22 16:33:06"
1750609991_6588,781,0.629,476,0.383,8232915,"2025-06-22 16:33:11"
1750609997_2246,787,0.634,475,0.383,8238141,"2025-06-22 16:33:17"
1750610002_6507,761,0.613,476,0.383,8243367,"2025-06-22 16:33:22"
1750610007_9435,782,0.63,475,0.383,8248594,"2025-06-22 16:33:27"
1750610012_4490,784,0.632,476,0.383,8253820,"2025-06-22 16:33:32"
1750610017_3475,757,0.61,475,0.383,8259047,"2025-06-22 16:33:37"
1750610023_8146,786,0.633,476,0.383,8264273,"2025-06-22 16:33:43"
1750610028_3195,785,0.632,476,0.383,8269499,"2025-06-22 16:33:48"
1750610033_8305,760,0.612,476,0.383,8274725,"2025-06-22 16:33:53"
1750610038_8472,780,0.628,475,0.383,8279952,"2025-06-22 16:33:58"
1750610044_1259,787,0.634,476,0.383,8285178,"2025-06-22 16:34:04"
1750610049_1688,764,0.616,477,0.384,8290404,"2025-06-22 16:34:09"
1750610054_4846,765,0.616,477,0.384,8295631,"2025-06-22 16:34:14"
1750610059_1185,788,0.635,477,0.384,8300857,"2025-06-22 16:34:19"
1750610064_6104,786,0.633,477,0.384,8306083,"2025-06-22 16:34:24"
1750610070_2673,766,0.617,478,0.385,8311310,"2025-06-22 16:34:30"
1750610075_8380,758,0.611,476,0.383,8316536,"2025-06-22 16:34:35"
1750610080_7114,781,0.629,477,0.384,8321762,"2025-06-22 16:34:40"
1750610085_6786,787,0.634,487,0.392,8326989,"2025-06-22 16:34:45"
1750610091_2739,780,0.628,487,0.392,8332215,"2025-06-22 16:34:51"
1750610096_3231,757,0.61,485,0.391,8337441,"2025-06-22 16:34:56"
1750610101_5181,775,0.624,483,0.389,8342667,"2025-06-22 16:35:01"
1750610106_1876,785,0.632,481,0.388,8347894,"2025-06-22 16:35:06"
1750610111_7600,770,0.62,482,0.388,8353120,"2025-06-22 16:35:11"
1750610117_7773,757,0.61,482,0.388,8358346,"2025-06-22 16:35:17"
1750610122_3303,780,0.628,481,0.388,8363573,"2025-06-22 16:35:22"
1750610127_2742,786,0.633,481,0.388,8368799,"2025-06-22 16:35:27"
1750610132_7783,787,0.634,481,0.388,8374025,"2025-06-22 16:35:32"
1750610138_5279,780,0.628,482,0.388,8379252,"2025-06-22 16:35:38"
1750610143_8052,760,0.612,481,0.388,8384478,"2025-06-22 16:35:43"
1750610148_6793,757,0.61,480,0.387,8389704,"2025-06-22 16:35:48"
1750610153_9118,779,0.628,482,0.388,8394930,"2025-06-22 16:35:53"
1750610159_5335,786,0.633,481,0.388,8400157,"2025-06-22 16:35:59"
1750610164_2374,788,0.635,481,0.388,8405383,"2025-06-22 16:36:04"
1750610169_2327,784,0.632,482,0.388,8410609,"2025-06-22 16:36:09"
1750610174_9450,776,0.625,484,0.39,8415836,"2025-06-22 16:36:14"
1750610179_6896,761,0.613,480,0.387,8421062,"2025-06-22 16:36:19"
1750610185_2726,756,0.609,481,0.388,8426288,"2025-06-22 16:36:25"
1750610190_4911,765,0.616,482,0.388,8431514,"2025-06-22 16:36:30"
1750610195_8566,781,0.629,483,0.389,8436741,"2025-06-22 16:36:35"
1750610200_4540,787,0.634,482,0.388,8441967,"2025-06-22 16:36:40"
1750610206_5775,786,0.633,482,0.388,8447193,"2025-06-22 16:36:46"
1750610211_1981,784,0.632,481,0.388,8452420,"2025-06-22 16:36:51"
1750610216_1733,778,0.627,482,0.388,8457646,"2025-06-22 16:36:56"
1750610221_6216,759,0.611,482,0.388,8462872,"2025-06-22 16:37:01"
1750610226_9123,757,0.61,481,0.388,8468099,"2025-06-22 16:37:06"
1750610232_8101,781,0.629,482,0.388,8473325,"2025-06-22 16:37:12"
1750610237_2176,787,0.634,479,0.386,8478551,"2025-06-22 16:37:17"
1750610242_7236,786,0.633,480,0.387,8483778,"2025-06-22 16:37:22"
1750610247_7565,777,0.626,481,0.388,8489004,"2025-06-22 16:37:27"
1750610253_3871,763,0.615,480,0.387,8494230,"2025-06-22 16:37:33"
1750610258_8094,756,0.609,480,0.387,8499456,"2025-06-22 16:37:38"
1750610263_5214,748,0.603,481,0.388,8504683,"2025-06-22 16:37:43"
1750610268_3453,767,0.618,481,0.388,8509909,"2025-06-22 16:37:48"
1750610273_4345,784,0.632,481,0.388,8515135,"2025-06-22 16:37:53"
1750610279_4202,784,0.632,481,0.388,8520361,"2025-06-22 16:37:59"
1750610284_6099,777,0.626,482,0.388,8525588,"2025-06-22 16:38:04"
1750610289_9353,756,0.609,481,0.388,8530814,"2025-06-22 16:38:09"
1750610294_4310,758,0.611,481,0.388,8536040,"2025-06-22 16:38:14"
1750610300_2847,778,0.627,481,0.388,8541267,"2025-06-22 16:38:20"
1750610305_5137,788,0.635,482,0.388,8546493,"2025-06-22 16:38:25"
1750610310_4372,785,0.632,481,0.388,8551719,"2025-06-22 16:38:30"
1750610315_4062,774,0.624,482,0.388,8556946,"2025-06-22 16:38:35"
1750610321_5669,759,0.611,481,0.388,8562172,"2025-06-22 16:38:41"
1750610326_3145,757,0.61,482,0.388,8567398,"2025-06-22 16:38:46"
1750610331_5214,770,0.62,482,0.388,8572624,"2025-06-22 16:38:51"
1750610336_8127,784,0.632,481,0.388,8577851,"2025-06-22 16:38:56"
1750610341_4403,787,0.634,481,0.388,8583077,"2025-06-22 16:39:01"
1750610347_2236,786,0.633,481,0.388,8588303,"2025-06-22 16:39:07"
1750610352_7836,782,0.63,481,0.388,8593530,"2025-06-22 16:39:12"
1750610357_5670,759,0.611,480,0.387,8598756,"2025-06-22 16:39:17"
1750610362_1889,764,0.616,481,0.388,8603983,"2025-06-22 16:39:22"
1750610368_4669,782,0.63,481,0.388,8609209,"2025-06-22 16:39:28"
1750610373_6307,787,0.634,483,0.389,8614435,"2025-06-22 16:39:33"
1750610378_2960,786,0.633,482,0.388,8619662,"2025-06-22 16:39:38"
1750610383_2439,777,0.626,480,0.387,8624888,"2025-06-22 16:39:43"
1750610388_6682,758,0.611,482,0.388,8630114,"2025-06-22 16:39:48"
1750610394_3751,757,0.61,481,0.388,8635341,"2025-06-22 16:39:54"
1750610399_9669,764,0.616,480,0.387,8640567,"2025-06-22 16:39:59"
1750610404_7016,779,0.628,479,0.386,8645793,"2025-06-22 16:40:04"
1750610409_6687,784,0.632,480,0.387,8651019,"2025-06-22 16:40:09"
1750610415_4723,790,0.636,480,0.387,8656246,"2025-06-22 16:40:15"
1750610420_6821,787,0.634,479,0.386,8661472,"2025-06-22 16:40:20"
1750610425_2365,782,0.63,481,0.388,8666698,"2025-06-22 16:40:25"
1750610430_3204,771,0.621,479,0.386,8671925,"2025-06-22 16:40:30"
1750610436_4903,765,0.616,482,0.388,8677151,"2025-06-22 16:40:36"
1750610441_5670,760,0.612,483,0.389,8682377,"2025-06-22 16:40:41"
1750610446_7235,758,0.611,483,0.389,8687604,"2025-06-22 16:40:46"
1750610451_7034,767,0.618,482,0.388,8692830,"2025-06-22 16:40:51"
1750610456_5580,784,0.632,482,0.388,8698056,"2025-06-22 16:40:56"
1750610462_6785,789,0.636,483,0.389,8703282,"2025-06-22 16:41:02"
1750610467_1501,786,0.633,482,0.388,8708509,"2025-06-22 16:41:07"
1750610472_1156,776,0.625,483,0.389,8713735,"2025-06-22 16:41:12"
1750610477_3756,758,0.611,482,0.388,8718961,"2025-06-22 16:41:17"
1750610483_1761,766,0.617,482,0.388,8724188,"2025-06-22 16:41:23"
1750610488_4875,784,0.632,483,0.389,8729414,"2025-06-22 16:41:28"
1750610493_4387,789,0.636,482,0.388,8734640,"2025-06-22 16:41:33"
1750610498_2002,781,0.629,483,0.389,8739866,"2025-06-22 16:41:38"
1750610503_2951,757,0.61,483,0.389,8745093,"2025-06-22 16:41:43"
1750610509_1849,759,0.611,483,0.389,8750319,"2025-06-22 16:41:49"
1750610514_5340,777,0.626,482,0.388,8755546,"2025-06-22 16:41:54"
1750610519_8712,787,0.634,482,0.388,8760772,"2025-06-22 16:41:59"
1750610524_6252,788,0.635,481,0.388,8765998,"2025-06-22 16:42:04"
1751183534_9341,1234,1.5,2345,2.1,12345,"2025-06-29 07:52:14"
1751188831_2143,1234,1.5,2345,2.1,12345,"2025-06-29 09:20:31"
1751188892_2462,1234,1.5,2345,2.1,12345,"2025-06-29 09:21:32"
1751189382_1959,1234,1.5,2345,2.1,12345,"2025-06-29 09:29:42"
1751189572_9000,1234,1.5,2345,2.1,12345,"2025-06-29 09:32:52"
1751190698_7121,1234,1.5,2345,2.1,12345,"2025-06-29 09:51:38"
1751190901_5989,1234,1.5,2345,2.1,12345,"2025-06-29 09:55:01"
