id,sensor1_raw,sensor1_voltage,sensor2_raw,sensor2_voltage,device_timestamp,server_timestamp
1750605350_3291,781,0.629,418,0.337,3591606,"2025-06-22 15:15:50"
1750605355_7694,750,0.604,420,0.338,3596832,"2025-06-22 15:15:55"
1750605360_1488,779,0.628,419,0.338,3602059,"2025-06-22 15:16:00"
1750605366_6875,771,0.621,420,0.338,3607285,"2025-06-22 15:16:06"
1750605371_2429,758,0.611,419,0.338,3612511,"2025-06-22 15:16:11"
1750605376_1631,780,0.628,413,0.333,3617738,"2025-06-22 15:16:16"
1750605381_5905,757,0.61,420,0.338,3622964,"2025-06-22 15:16:21"
1750605387_4032,770,0.62,419,0.338,3628190,"2025-06-22 15:16:27"
1750605392_6768,780,0.628,420,0.338,3633417,"2025-06-22 15:16:32"
1750605397_5386,752,0.606,422,0.34,3638643,"2025-06-22 15:16:37"
1750605402_3712,779,0.628,422,0.34,3643869,"2025-06-22 15:16:42"
1750605407_5645,777,0.626,422,0.34,3649095,"2025-06-22 15:16:47"
1750605413_1898,756,0.609,421,0.339,3654322,"2025-06-22 15:16:53"
1750605418_2654,782,0.63,422,0.34,3659548,"2025-06-22 15:16:58"
1750605423_5062,753,0.607,423,0.341,3664774,"2025-06-22 15:17:03"
1750605428_7952,779,0.628,422,0.34,3670001,"2025-06-22 15:17:08"
1750605434_4460,767,0.618,425,0.342,3675227,"2025-06-22 15:17:14"
1750605439_8088,768,0.619,423,0.341,3680453,"2025-06-22 15:17:19"
1750605444_2199,781,0.629,422,0.34,3685679,"2025-06-22 15:17:24"
1750605449_4300,752,0.606,423,0.341,3690906,"2025-06-22 15:17:29"
1750605455_7189,778,0.627,425,0.342,3696132,"2025-06-22 15:17:35"
1750605460_4252,774,0.624,422,0.34,3701358,"2025-06-22 15:17:40"
1750605465_9330,758,0.611,424,0.342,3706585,"2025-06-22 15:17:45"
1750605470_9867,781,0.629,424,0.342,3711811,"2025-06-22 15:17:50"
1750605475_4651,751,0.605,425,0.342,3717037,"2025-06-22 15:17:55"
1750605481_7073,778,0.627,424,0.342,3722263,"2025-06-22 15:18:01"
1750605486_4210,778,0.627,424,0.342,3727490,"2025-06-22 15:18:06"
1750605491_1665,752,0.606,424,0.342,3732716,"2025-06-22 15:18:11"
1750605496_1061,782,0.63,424,0.342,3737942,"2025-06-22 15:18:16"
1750605502_1443,768,0.619,424,0.342,3743169,"2025-06-22 15:18:22"
1750605507_5686,762,0.614,424,0.342,3748395,"2025-06-22 15:18:27"
1750605512_6316,781,0.629,425,0.342,3753621,"2025-06-22 15:18:32"
1750605517_5517,771,0.621,425,0.342,3758847,"2025-06-22 15:18:37"
1750605522_7498,756,0.609,426,0.343,3764074,"2025-06-22 15:18:42"
1750605528_5436,781,0.629,427,0.344,3769300,"2025-06-22 15:18:48"
1750605533_8176,767,0.618,426,0.343,3774526,"2025-06-22 15:18:53"
1750605538_1053,763,0.615,426,0.343,3779753,"2025-06-22 15:18:58"
1750605543_6501,781,0.629,428,0.345,3784979,"2025-06-22 15:19:03"
1750605549_1785,765,0.616,427,0.344,3790205,"2025-06-22 15:19:09"
1750605554_7194,757,0.61,426,0.343,3795431,"2025-06-22 15:19:14"
1750605559_7282,782,0.63,427,0.344,3800658,"2025-06-22 15:19:19"
1750605564_9279,779,0.628,426,0.343,3805884,"2025-06-22 15:19:24"
1750605569_1617,754,0.607,428,0.345,3811110,"2025-06-22 15:19:29"
1750605575_5491,769,0.62,428,0.345,3816337,"2025-06-22 15:19:35"
1750605580_5988,784,0.632,427,0.344,3821563,"2025-06-22 15:19:40"
1750605585_8902,772,0.622,428,0.345,3826789,"2025-06-22 15:19:45"
1750605590_1554,753,0.607,428,0.345,3832015,"2025-06-22 15:19:50"
1750605596_5681,781,0.629,428,0.345,3837242,"2025-06-22 15:19:56"
1750605601_6885,781,0.629,430,0.346,3842468,"2025-06-22 15:20:01"
1750605606_1267,754,0.607,428,0.345,3847694,"2025-06-22 15:20:06"
1750605611_8625,774,0.624,429,0.346,3852921,"2025-06-22 15:20:11"
1750605617_9022,781,0.629,428,0.345,3858147,"2025-06-22 15:20:17"
1750605622_9868,753,0.607,429,0.346,3863373,"2025-06-22 15:20:22"
1750605627_5142,778,0.627,429,0.346,3868599,"2025-06-22 15:20:27"
1750605632_5823,781,0.629,429,0.346,3873826,"2025-06-22 15:20:32"
1750605637_9347,754,0.607,429,0.346,3879052,"2025-06-22 15:20:37"
1750605643_2585,770,0.62,430,0.346,3884278,"2025-06-22 15:20:43"
1750605648_5675,783,0.631,428,0.345,3889505,"2025-06-22 15:20:48"
1750605653_4169,760,0.612,429,0.346,3894733,"2025-06-22 15:20:53"
1750605658_6432,761,0.613,429,0.346,3899959,"2025-06-22 15:20:58"
1750605664_7980,787,0.634,429,0.346,3905186,"2025-06-22 15:21:04"
1750605669_3798,772,0.622,426,0.343,3910412,"2025-06-22 15:21:09"
1750605674_6105,751,0.605,426,0.343,3915638,"2025-06-22 15:21:14"
1750605679_4227,780,0.628,427,0.344,3920864,"2025-06-22 15:21:19"
1750605684_5494,779,0.628,428,0.345,3926091,"2025-06-22 15:21:24"
1750605690_5853,753,0.607,426,0.343,3931317,"2025-06-22 15:21:30"
1750605695_6667,766,0.617,428,0.345,3936543,"2025-06-22 15:21:35"
1750605700_1762,782,0.63,428,0.345,3941770,"2025-06-22 15:21:40"
1750605705_1327,777,0.626,430,0.346,3946996,"2025-06-22 15:21:45"
1750605711_6635,752,0.606,431,0.347,3952222,"2025-06-22 15:21:51"
1750605716_3625,776,0.625,431,0.347,3957548,"2025-06-22 15:21:56"
1750605721_2078,779,0.628,431,0.347,3962775,"2025-06-22 15:22:01"
1750605726_1863,753,0.607,429,0.346,3968001,"2025-06-22 15:22:06"
1750605732_6928,761,0.613,431,0.347,3973227,"2025-06-22 15:22:12"
1750605737_6495,780,0.628,430,0.346,3978454,"2025-06-22 15:22:17"
1750605742_2222,781,0.629,430,0.346,3983680,"2025-06-22 15:22:22"
1750605747_9997,774,0.624,430,0.346,3988906,"2025-06-22 15:22:27"
1750605752_5586,756,0.609,430,0.346,3994133,"2025-06-22 15:22:32"
1750605758_8320,750,0.604,430,0.346,3999359,"2025-06-22 15:22:38"
1750605763_5491,764,0.616,430,0.346,4004585,"2025-06-22 15:22:43"
1750605768_5293,777,0.626,430,0.346,4009811,"2025-06-22 15:22:48"
1750605773_1507,779,0.628,429,0.346,4015038,"2025-06-22 15:22:53"
1750605779_4836,777,0.626,431,0.347,4020264,"2025-06-22 15:22:59"
1750605784_7125,760,0.612,431,0.347,4025490,"2025-06-22 15:23:04"
1750605789_6898,748,0.603,433,0.349,4030717,"2025-06-22 15:23:09"
1750605794_8584,773,0.623,432,0.348,4035943,"2025-06-22 15:23:14"
1750605800_9175,781,0.629,431,0.347,4041169,"2025-06-22 15:23:20"
1750605805_6585,781,0.629,431,0.347,4046396,"2025-06-22 15:23:25"
1750605810_4466,776,0.625,432,0.348,4051622,"2025-06-22 15:23:30"
1750605815_1256,757,0.61,430,0.346,4056848,"2025-06-22 15:23:35"
1750605820_1805,752,0.606,429,0.346,4062074,"2025-06-22 15:23:40"
1750605826_3111,777,0.626,429,0.346,4067301,"2025-06-22 15:23:46"
1750605831_8424,781,0.629,428,0.345,4072527,"2025-06-22 15:23:51"
1750605836_1023,779,0.628,429,0.346,4077753,"2025-06-22 15:23:56"
1750605841_2113,760,0.612,429,0.346,4082980,"2025-06-22 15:24:01"
1750605847_6094,751,0.605,430,0.346,4088206,"2025-06-22 15:24:07"
1750605852_9850,776,0.625,429,0.346,4093442,"2025-06-22 15:24:12"
1750605857_7851,765,0.616,429,0.346,4098669,"2025-06-22 15:24:17"
1750605862_5905,754,0.607,428,0.345,4103895,"2025-06-22 15:24:22"
1750605867_6956,750,0.604,428,0.345,4109121,"2025-06-22 15:24:27"
1750605873_6647,751,0.605,427,0.344,4114348,"2025-06-22 15:24:33"
1750605878_4798,762,0.614,429,0.346,4119574,"2025-06-22 15:24:38"
1750605883_6163,774,0.624,430,0.346,4124901,"2025-06-22 15:24:43"
1750605888_6147,779,0.628,429,0.346,4130127,"2025-06-22 15:24:48"
1750605894_8465,780,0.628,429,0.346,4135353,"2025-06-22 15:24:54"
1750605899_8701,781,0.629,429,0.346,4140579,"2025-06-22 15:24:59"
1750605904_5774,778,0.627,429,0.346,4145806,"2025-06-22 15:25:04"
1750605909_6269,779,0.628,431,0.347,4151032,"2025-06-22 15:25:09"
1750605915_9276,776,0.625,430,0.346,4156258,"2025-06-22 15:25:15"
1750605920_9490,776,0.625,431,0.347,4161484,"2025-06-22 15:25:20"
1750605925_2803,760,0.612,431,0.347,4166713,"2025-06-22 15:25:25"
1750605930_5619,754,0.607,430,0.346,4171939,"2025-06-22 15:25:30"
1750605936_9167,750,0.604,429,0.346,4177166,"2025-06-22 15:25:36"
1750605941_8530,752,0.606,431,0.347,4182392,"2025-06-22 15:25:41"
1750605946_3522,753,0.607,430,0.346,4187618,"2025-06-22 15:25:46"
1750605951_9975,760,0.612,429,0.346,4192844,"2025-06-22 15:25:51"
1750605956_4978,770,0.62,429,0.346,4198071,"2025-06-22 15:25:56"
1750605962_1791,777,0.626,430,0.346,4203297,"2025-06-22 15:26:02"
1750605967_2227,780,0.628,428,0.345,4208523,"2025-06-22 15:26:07"
1750605972_8874,781,0.629,429,0.346,4213750,"2025-06-22 15:26:12"
1750605977_9371,782,0.63,428,0.345,4218976,"2025-06-22 15:26:17"
1750605983_4354,782,0.63,428,0.345,4224202,"2025-06-22 15:26:23"
1750605988_9742,782,0.63,427,0.344,4229429,"2025-06-22 15:26:28"
1750605993_9990,782,0.63,426,0.343,4234655,"2025-06-22 15:26:33"
1750605998_6140,779,0.628,423,0.341,4239881,"2025-06-22 15:26:38"
1750606003_6631,778,0.627,429,0.346,4245107,"2025-06-22 15:26:43"
1750606009_3356,772,0.622,428,0.345,4250334,"2025-06-22 15:26:49"
1750606014_9523,757,0.61,428,0.345,4255560,"2025-06-22 15:26:54"
1750606019_9629,753,0.607,429,0.346,4260786,"2025-06-22 15:26:59"
1750606024_8337,752,0.606,428,0.345,4266013,"2025-06-22 15:27:04"
1750606030_1594,758,0.611,429,0.346,4271239,"2025-06-22 15:27:10"
1750606035_5968,769,0.62,429,0.346,4276465,"2025-06-22 15:27:15"
1750606040_3284,777,0.626,429,0.346,4281692,"2025-06-22 15:27:20"
1750606045_8661,778,0.627,430,0.346,4286918,"2025-06-22 15:27:25"
1750606051_6006,774,0.624,428,0.345,4292144,"2025-06-22 15:27:31"
1750606056_5814,775,0.624,429,0.346,4297370,"2025-06-22 15:27:36"
1750606061_8549,773,0.623,428,0.345,4302597,"2025-06-22 15:27:41"
1750606066_8006,775,0.624,428,0.345,4307823,"2025-06-22 15:27:46"
1750606071_4704,777,0.626,428,0.345,4313049,"2025-06-22 15:27:51"
1750606077_2359,780,0.628,428,0.345,4318276,"2025-06-22 15:27:57"
1750606082_9697,781,0.629,429,0.346,4323502,"2025-06-22 15:28:02"
1750606087_2031,784,0.632,429,0.346,4328728,"2025-06-22 15:28:07"
1750606092_6467,784,0.632,430,0.346,4333954,"2025-06-22 15:28:12"
1750606098_6850,783,0.631,428,0.345,4339181,"2025-06-22 15:28:18"
1750606103_2320,782,0.63,429,0.346,4344407,"2025-06-22 15:28:23"
1750606108_9950,782,0.63,430,0.346,4349633,"2025-06-22 15:28:28"
1750606113_5560,784,0.632,429,0.346,4354860,"2025-06-22 15:28:33"
1750606118_7768,781,0.629,430,0.346,4360086,"2025-06-22 15:28:38"
1750606124_1998,783,0.631,430,0.346,4365312,"2025-06-22 15:28:44"
1750606129_1384,778,0.627,429,0.346,4370538,"2025-06-22 15:28:49"
1750606134_9636,767,0.618,430,0.346,4375765,"2025-06-22 15:28:54"
1750606139_4030,753,0.607,429,0.346,4380991,"2025-06-22 15:28:59"
1750606145_9891,762,0.614,429,0.346,4386217,"2025-06-22 15:29:05"
1750606150_6044,780,0.628,428,0.345,4391444,"2025-06-22 15:29:10"
1750606155_8124,783,0.631,428,0.345,4396670,"2025-06-22 15:29:15"
1750606160_4329,780,0.628,429,0.346,4401896,"2025-06-22 15:29:20"
1750606165_3352,764,0.616,427,0.344,4407123,"2025-06-22 15:29:25"
1750606171_4962,751,0.605,417,0.336,4412349,"2025-06-22 15:29:31"
1750606176_6052,752,0.606,416,0.335,4417575,"2025-06-22 15:29:36"
1750606181_4293,764,0.616,429,0.346,4422801,"2025-06-22 15:29:41"
1750606186_8208,771,0.621,433,0.349,4428028,"2025-06-22 15:29:46"
1750606192_4494,773,0.623,432,0.348,4433254,"2025-06-22 15:29:52"
1750606197_4293,772,0.622,432,0.348,4438480,"2025-06-22 15:29:57"
1750606202_6827,773,0.623,432,0.348,4443707,"2025-06-22 15:30:02"
1750606207_6881,778,0.627,432,0.348,4448933,"2025-06-22 15:30:07"
1750606213_3293,782,0.63,433,0.349,4454159,"2025-06-22 15:30:13"
1750606218_1808,783,0.631,433,0.349,4459386,"2025-06-22 15:30:18"
1750606223_9334,777,0.626,434,0.35,4464612,"2025-06-22 15:30:23"
1750606228_5531,761,0.613,433,0.349,4469838,"2025-06-22 15:30:28"
1750606233_5063,753,0.607,433,0.349,4475064,"2025-06-22 15:30:33"
1750606239_6231,778,0.627,434,0.35,4480291,"2025-06-22 15:30:39"
1750606244_3965,778,0.627,433,0.349,4485517,"2025-06-22 15:30:44"
1750606249_2819,752,0.606,432,0.348,4490743,"2025-06-22 15:30:49"
1750606254_7186,781,0.629,433,0.349,4495970,"2025-06-22 15:30:54"
1750606260_2601,777,0.626,432,0.348,4501196,"2025-06-22 15:31:00"
1750606265_6705,753,0.607,431,0.347,4506422,"2025-06-22 15:31:05"
1750606270_5703,780,0.628,432,0.348,4511648,"2025-06-22 15:31:10"
1750606275_2385,781,0.629,432,0.348,4516875,"2025-06-22 15:31:15"
1750606280_8304,754,0.607,431,0.347,4522101,"2025-06-22 15:31:20"
1750606286_8446,775,0.624,431,0.347,4527327,"2025-06-22 15:31:26"
1750606291_2141,782,0.63,429,0.346,4532554,"2025-06-22 15:31:31"
1750606296_2737,758,0.611,430,0.346,4537780,"2025-06-22 15:31:36"
1750606301_3799,767,0.618,429,0.346,4543006,"2025-06-22 15:31:41"
1750606307_3650,782,0.63,427,0.344,4548233,"2025-06-22 15:31:47"
1750606312_7520,767,0.618,427,0.344,4553459,"2025-06-22 15:31:52"
1750606317_1237,764,0.616,424,0.342,4558685,"2025-06-22 15:31:57"
1750606322_9059,781,0.629,422,0.34,4563912,"2025-06-22 15:32:02"
1750606328_5597,753,0.607,421,0.339,4569138,"2025-06-22 15:32:08"
1750606333_3402,779,0.628,421,0.339,4574364,"2025-06-22 15:32:13"
1750606338_4949,770,0.62,422,0.34,4579590,"2025-06-22 15:32:18"
1750606343_6291,767,0.618,420,0.338,4584817,"2025-06-22 15:32:23"
1750606348_1552,780,0.628,420,0.338,4590043,"2025-06-22 15:32:28"
1750606354_3707,753,0.607,420,0.338,4595269,"2025-06-22 15:32:34"
1750606359_8901,779,0.628,424,0.342,4600496,"2025-06-22 15:32:39"
1750606364_4180,777,0.626,429,0.346,4605722,"2025-06-22 15:32:44"
1750606369_5756,753,0.607,433,0.349,4610948,"2025-06-22 15:32:49"
1750606375_5715,784,0.632,433,0.349,4616175,"2025-06-22 15:32:55"
1750606380_4490,776,0.625,435,0.35,4621401,"2025-06-22 15:33:00"
1750606385_7576,760,0.612,435,0.35,4626627,"2025-06-22 15:33:05"
1750606390_9206,782,0.63,435,0.35,4631854,"2025-06-22 15:33:10"
1750606395_8001,753,0.607,433,0.349,4637080,"2025-06-22 15:33:15"
1750606401_9501,785,0.632,435,0.35,4642306,"2025-06-22 15:33:21"
1750606406_6388,761,0.613,436,0.351,4647532,"2025-06-22 15:33:26"
1750606411_4584,767,0.618,435,0.35,4652759,"2025-06-22 15:33:31"
1750606416_8277,784,0.632,436,0.351,4657985,"2025-06-22 15:33:36"
1750606422_4576,779,0.628,435,0.35,4663211,"2025-06-22 15:33:42"
1750606427_9730,756,0.609,438,0.353,4668438,"2025-06-22 15:33:47"
1750606432_4873,776,0.625,435,0.35,4673664,"2025-06-22 15:33:52"
1750606437_2953,785,0.632,435,0.35,4678890,"2025-06-22 15:33:57"
1750606442_7798,761,0.613,436,0.351,4684117,"2025-06-22 15:34:02"
1750606448_6110,769,0.62,435,0.35,4689343,"2025-06-22 15:34:08"
1750606453_3825,784,0.632,436,0.351,4694569,"2025-06-22 15:34:13"
1750606458_7391,758,0.611,437,0.352,4699795,"2025-06-22 15:34:18"
1750606463_3987,779,0.628,437,0.352,4705022,"2025-06-22 15:34:23"
1750606469_2229,780,0.628,437,0.352,4710248,"2025-06-22 15:34:29"
1750606474_1713,756,0.609,437,0.352,4715474,"2025-06-22 15:34:34"
1750606479_6433,780,0.628,437,0.352,4720701,"2025-06-22 15:34:39"
1750606484_1041,775,0.624,436,0.351,4725927,"2025-06-22 15:34:44"
1750606490_5861,756,0.609,437,0.352,4731153,"2025-06-22 15:34:50"
1750606495_4562,779,0.628,436,0.351,4736379,"2025-06-22 15:34:55"
1750606500_8798,782,0.63,436,0.351,4741606,"2025-06-22 15:35:00"
1750606505_3756,755,0.608,437,0.352,4746832,"2025-06-22 15:35:05"
1750606510_2095,782,0.63,438,0.353,4752058,"2025-06-22 15:35:10"
1750606516_4447,780,0.628,437,0.352,4757285,"2025-06-22 15:35:16"
1750606521_3540,753,0.607,438,0.353,4762511,"2025-06-22 15:35:21"
1750606526_4195,759,0.611,439,0.354,4767737,"2025-06-22 15:35:26"
1750606531_1303,781,0.629,439,0.354,4772964,"2025-06-22 15:35:31"
1750606537_2813,783,0.631,437,0.352,4778190,"2025-06-22 15:35:37"
1750606542_3436,762,0.614,439,0.354,4783416,"2025-06-22 15:35:42"
1750606547_4400,762,0.614,439,0.354,4788642,"2025-06-22 15:35:47"
1750606552_4324,783,0.631,440,0.354,4793869,"2025-06-22 15:35:52"
1750606557_2088,781,0.629,440,0.354,4799095,"2025-06-22 15:35:57"
1750606563_8261,765,0.616,440,0.354,4804321,"2025-06-22 15:36:03"
1750606568_1921,753,0.607,437,0.352,4809547,"2025-06-22 15:36:08"
1750606573_5363,766,0.617,440,0.354,4814774,"2025-06-22 15:36:13"
1750606578_7991,780,0.628,440,0.354,4820000,"2025-06-22 15:36:18"
1750606584_7496,785,0.632,441,0.355,4825226,"2025-06-22 15:36:24"
1750606589_2785,773,0.623,436,0.351,4830453,"2025-06-22 15:36:29"
1750606594_6219,754,0.607,441,0.355,4835679,"2025-06-22 15:36:34"
1750606599_6586,778,0.627,440,0.354,4840905,"2025-06-22 15:36:39"
1750606604_6379,785,0.632,440,0.354,4846132,"2025-06-22 15:36:44"
1750606610_9755,779,0.628,440,0.354,4851358,"2025-06-22 15:36:50"
1750606615_3244,752,0.606,440,0.354,4856584,"2025-06-22 15:36:55"
1750606620_4269,768,0.619,440,0.354,4861810,"2025-06-22 15:37:00"
1750606625_3844,785,0.632,440,0.354,4867037,"2025-06-22 15:37:05"
1750606631_2410,781,0.629,441,0.355,4872263,"2025-06-22 15:37:11"
1750606636_8698,757,0.61,440,0.354,4877489,"2025-06-22 15:37:16"
1750606641_3488,752,0.606,441,0.355,4882716,"2025-06-22 15:37:21"
1750606646_9121,759,0.611,441,0.355,4887942,"2025-06-22 15:37:26"
1750606652_3698,775,0.624,441,0.355,4893168,"2025-06-22 15:37:32"
1750606657_2511,781,0.629,441,0.355,4898395,"2025-06-22 15:37:37"
1750606662_3159,783,0.631,440,0.354,4903621,"2025-06-22 15:37:42"
1750606667_5507,783,0.631,441,0.355,4908847,"2025-06-22 15:37:47"
1750606672_3911,779,0.628,441,0.355,4914073,"2025-06-22 15:37:52"
1750606678_7301,761,0.613,441,0.355,4919300,"2025-06-22 15:37:58"
1750606683_1977,755,0.608,441,0.355,4924526,"2025-06-22 15:38:03"
1750606688_1749,753,0.607,443,0.357,4929752,"2025-06-22 15:38:08"
1750606693_5035,755,0.608,441,0.355,4934979,"2025-06-22 15:38:13"
1750606699_5654,753,0.607,440,0.354,4940205,"2025-06-22 15:38:19"
1750606704_1734,751,0.605,440,0.354,4945531,"2025-06-22 15:38:24"
1750606709_2151,752,0.606,443,0.357,4950758,"2025-06-22 15:38:29"
1750606714_4336,752,0.606,441,0.355,4955984,"2025-06-22 15:38:34"
1750606720_4062,749,0.603,442,0.356,4961210,"2025-06-22 15:38:40"
1750606725_7230,752,0.606,442,0.356,4966437,"2025-06-22 15:38:45"
1750606730_6227,754,0.607,441,0.355,4971663,"2025-06-22 15:38:50"
1750606735_5143,756,0.609,442,0.356,4976889,"2025-06-22 15:38:55"
1750606740_3213,759,0.611,442,0.356,4982115,"2025-06-22 15:39:00"
1750606746_6733,763,0.615,442,0.356,4987342,"2025-06-22 15:39:06"
1750606751_4053,765,0.616,442,0.356,4992568,"2025-06-22 15:39:11"
1750606756_8554,764,0.616,442,0.356,4997794,"2025-06-22 15:39:16"
1750606761_4113,757,0.61,442,0.356,5003021,"2025-06-22 15:39:21"
1750606767_7709,753,0.607,443,0.357,5008247,"2025-06-22 15:39:27"
1750606772_5762,753,0.607,442,0.356,5013473,"2025-06-22 15:39:32"
1750606777_6270,751,0.605,442,0.356,5018700,"2025-06-22 15:39:37"
1750606782_4617,754,0.607,442,0.356,5023926,"2025-06-22 15:39:42"
1750606788_2072,757,0.61,441,0.355,5029152,"2025-06-22 15:39:48"
1750606793_7095,760,0.612,441,0.355,5034378,"2025-06-22 15:39:53"
1750606798_4272,762,0.614,443,0.357,5039605,"2025-06-22 15:39:58"
1750606803_1385,767,0.618,442,0.356,5044831,"2025-06-22 15:40:03"
1750606808_9545,772,0.622,441,0.355,5050057,"2025-06-22 15:40:08"
1750606814_4803,774,0.624,442,0.356,5055283,"2025-06-22 15:40:14"
1750606819_6941,771,0.621,442,0.356,5060510,"2025-06-22 15:40:19"
1750606824_8188,775,0.624,443,0.357,5065736,"2025-06-22 15:40:24"
1750606829_4400,778,0.627,443,0.357,5070962,"2025-06-22 15:40:29"
1750606836_5292,780,0.628,443,0.357,5076189,"2025-06-22 15:40:36"
1750606841_2792,782,0.63,443,0.357,5082515,"2025-06-22 15:40:41"
1750606846_1364,780,0.628,437,0.352,5087741,"2025-06-22 15:40:46"
1750606851_1045,782,0.63,441,0.355,5092968,"2025-06-22 15:40:51"
1750606857_6377,782,0.63,442,0.356,5098194,"2025-06-22 15:40:57"
1750606862_7870,785,0.632,444,0.358,5103420,"2025-06-22 15:41:02"
1750606867_5040,783,0.631,446,0.359,5108647,"2025-06-22 15:41:07"
1750606872_4992,782,0.63,445,0.359,5113873,"2025-06-22 15:41:12"
1750606877_7850,784,0.632,444,0.358,5119099,"2025-06-22 15:41:17"
1750606883_6670,785,0.632,445,0.359,5124326,"2025-06-22 15:41:23"
1750606888_9516,784,0.632,445,0.359,5129552,"2025-06-22 15:41:28"
1750606893_7398,784,0.632,445,0.359,5134778,"2025-06-22 15:41:33"
1750606898_1287,783,0.631,446,0.359,5140004,"2025-06-22 15:41:38"
1750606904_6874,783,0.631,446,0.359,5145231,"2025-06-22 15:41:44"
1750606909_7371,784,0.632,447,0.36,5150457,"2025-06-22 15:41:49"
1750606914_5372,786,0.633,447,0.36,5155683,"2025-06-22 15:41:54"
1750606919_8121,787,0.634,447,0.36,5160910,"2025-06-22 15:41:59"
1750606924_6849,787,0.634,447,0.36,5166136,"2025-06-22 15:42:04"
1750606930_3816,786,0.633,446,0.359,5171362,"2025-06-22 15:42:10"
1750606935_2083,786,0.633,447,0.36,5176589,"2025-06-22 15:42:15"
1750606940_1229,785,0.632,448,0.361,5181815,"2025-06-22 15:42:20"
1750606945_6898,787,0.634,447,0.36,5187041,"2025-06-22 15:42:25"
1750606951_9592,786,0.633,447,0.36,5192267,"2025-06-22 15:42:31"
1750606956_4701,786,0.633,446,0.359,5197494,"2025-06-22 15:42:36"
1750606961_8872,787,0.634,447,0.36,5202720,"2025-06-22 15:42:41"
1750606966_6131,787,0.634,447,0.36,5207946,"2025-06-22 15:42:46"
1750606972_6444,787,0.634,448,0.361,5213173,"2025-06-22 15:42:52"
1750606977_7923,784,0.632,447,0.36,5218499,"2025-06-22 15:42:57"
1750606982_9143,783,0.631,447,0.36,5223725,"2025-06-22 15:43:02"
1750606987_6711,779,0.628,446,0.359,5228952,"2025-06-22 15:43:07"
1750606993_3581,768,0.619,446,0.359,5234178,"2025-06-22 15:43:13"
1750606998_6199,759,0.611,447,0.36,5239404,"2025-06-22 15:43:18"
1750607003_2326,755,0.608,449,0.362,5244630,"2025-06-22 15:43:23"
1750607008_7380,756,0.609,448,0.361,5249857,"2025-06-22 15:43:28"
1750607013_1773,770,0.62,447,0.36,5255083,"2025-06-22 15:43:33"
1750607019_9753,785,0.632,449,0.362,5260309,"2025-06-22 15:43:39"
1750607024_4823,781,0.629,448,0.361,5265536,"2025-06-22 15:43:44"
1750607029_2456,756,0.609,450,0.363,5270762,"2025-06-22 15:43:49"
1750607034_2476,771,0.621,450,0.363,5275988,"2025-06-22 15:43:54"
1750607040_6337,786,0.633,449,0.362,5281215,"2025-06-22 15:44:00"
1750607045_9912,784,0.632,449,0.362,5286441,"2025-06-22 15:44:05"
1750607050_9221,765,0.616,450,0.363,5291667,"2025-06-22 15:44:10"
1750607055_3876,757,0.61,450,0.363,5296893,"2025-06-22 15:44:15"
1750607060_4180,782,0.63,449,0.362,5302120,"2025-06-22 15:44:20"
1750607066_7448,786,0.633,450,0.363,5307346,"2025-06-22 15:44:26"
1750607071_6397,786,0.633,449,0.362,5312572,"2025-06-22 15:44:31"
1750607076_7278,777,0.626,451,0.363,5317799,"2025-06-22 15:44:36"
1750607081_5750,756,0.609,450,0.363,5323025,"2025-06-22 15:44:41"
1750607087_6478,758,0.611,451,0.363,5328251,"2025-06-22 15:44:47"
1750607092_1820,779,0.628,451,0.363,5333477,"2025-06-22 15:44:52"
1750607097_7224,786,0.633,451,0.363,5338704,"2025-06-22 15:44:57"
1750607102_4899,786,0.633,450,0.363,5343930,"2025-06-22 15:45:02"
1750607108_4531,777,0.626,451,0.363,5349156,"2025-06-22 15:45:08"
1750607113_2057,755,0.608,450,0.363,5354383,"2025-06-22 15:45:13"
1750607118_5563,782,0.63,448,0.361,5359609,"2025-06-22 15:45:18"
1750607123_7969,785,0.632,448,0.361,5364835,"2025-06-22 15:45:23"
1750607128_6623,771,0.621,450,0.363,5370062,"2025-06-22 15:45:28"
1750607134_2881,756,0.609,449,0.362,5375288,"2025-06-22 15:45:34"
1750607139_7814,782,0.63,449,0.362,5380514,"2025-06-22 15:45:39"
1750607144_2947,786,0.633,450,0.363,5385741,"2025-06-22 15:45:44"
1750607149_8347,778,0.627,448,0.361,5390967,"2025-06-22 15:45:49"
1750607155_8273,756,0.609,450,0.363,5396193,"2025-06-22 15:45:55"
1750607160_4152,769,0.62,450,0.363,5401419,"2025-06-22 15:46:00"
1750607165_9746,785,0.632,450,0.363,5406646,"2025-06-22 15:46:05"
1750607170_6810,785,0.632,450,0.363,5411872,"2025-06-22 15:46:10"
1750607175_2779,771,0.621,450,0.363,5417098,"2025-06-22 15:46:15"
1750607181_4277,755,0.608,449,0.362,5422325,"2025-06-22 15:46:21"
1750607186_2395,782,0.63,450,0.363,5427551,"2025-06-22 15:46:26"
1750607191_9448,787,0.634,449,0.362,5432777,"2025-06-22 15:46:31"
1750607196_7900,767,0.618,450,0.363,5438003,"2025-06-22 15:46:36"
1750607202_8586,762,0.614,451,0.363,5443230,"2025-06-22 15:46:42"
1750607207_1554,785,0.632,450,0.363,5448456,"2025-06-22 15:46:47"
1750607212_5472,771,0.621,449,0.362,5453682,"2025-06-22 15:46:52"
